下呂市,"['', '小川', '小坂町赤沼田', '小坂町岩崎', '小坂町大垣内', '小坂町大島', '小坂町大洞', '小坂町小坂町', '小坂町小坂町', '小坂町落合', '小坂町門坂', '小坂町坂下', '小坂町長瀬', '小坂町無数原', '小坂町湯屋', '門原', '門和佐', '金山町岩瀬', '金山町卯野原', '金山町大船渡', '金山町大船渡', '金山町乙原', '金山町金山', '金山町下原町', '金山町下原町', '金山町菅田桐洞', '金山町菅田笹洞', '金山町祖師野', '金山町田島', '金山町戸部', '金山町中切', '金山町中津原', '金山町東沓部', '金山町福来', '金山町弓掛', '金山町渡', '久野川', '幸田', '三原', '少ケ野', '少ケ野', '瀬戸', '田口', '夏焼', '野尻', '乗政', '萩原町跡津', '萩原町上村', '萩原町大ヶ洞', '萩原町奥田洞', '萩原町尾崎', '萩原町桜洞', '萩原町四美', '萩原町上呂', '萩原町中呂', '萩原町西上田', '萩原町野上', '萩原町萩原', '萩原町萩原', '萩原町萩原', '萩原町萩原', '萩原町花池', '萩原町羽根', '萩原町羽根', '萩原町古関', '萩原町宮田', '萩原町山之口', '火打', '東上田', '蛇之尾', '保井戸', '馬瀬井谷', '馬瀬川上', '馬瀬黒石', '馬瀬数河', '馬瀬惣島', '馬瀬中切', '馬瀬名丸', '馬瀬西村', '馬瀬堀之内', '三ツ渕', '御厩野', '宮地', '森', '森', '森', '焼石', '湯之島', '和佐']"
海津市,"['', '海津町秋江', '海津町油島', '海津町石亀', '海津町稲山', '海津町江東', '海津町大和田', '海津町金廻', '海津町鹿野', '海津町神桐', '海津町萱野', '海津町草場', '海津町五町', '海津町駒ケ江', '海津町七右衛門新田', '海津町瀬古', '海津町外浜', '海津町高須', '海津町高須', '海津町高須町', '海津町立野', '海津町田中', '海津町内記', '海津町長久保', '海津町長瀬', '海津町成戸', '海津町西小島', '海津町沼新田', '海津町東小島', '海津町平原', '海津町日原', '海津町深浜', '海津町福一色', '海津町福江', '海津町福岡', '海津町札野', '海津町古中島', '海津町帆引新田', '海津町本阿弥新田', '海津町松木', '海津町馬目', '海津町万寿新田', '海津町宮地', '海津町森下', '海津町安田', '海津町安田新田', '南濃町上野河戸', '南濃町太田', '南濃町奥条', '南濃町駒野', '南濃町駒野', '南濃町駒野新田', '南濃町境', '南濃町志津', '南濃町志津新田', '南濃町田鶴', '南濃町津屋', '南濃町徳田', '南濃町戸田', '南濃町庭田', '南濃町羽沢', '南濃町早瀬', '南濃町松山', '南濃町安江', '南濃町山崎', '南濃町吉田', '平田町今尾', '平田町岡', '平田町勝賀', '平田町三郷', '平田町蛇池', '平田町者結', '平田町須賀', '平田町高田', '平田町土倉', '平田町西島', '平田町野寺', '平田町幡長', '平田町仏師川', '平田町仏師川', '平田町脇野']"
羽島郡岐南町,"['', '石原瀬', '上印食', '下印食', '徳田', '徳田西', '野中', '伏屋', '平島', '平成', '三宅', 'みやまち', '薬師寺', '八剣', '八剣', '八剣北', '若宮地']"
羽島郡笠松町,"['', '相生町', '朝日町', '泉町', '江川', '円城寺', '大池町', '春日町', '門間', '上新町', '上本町', '上柳川町', '如月町', '北及', '清住町', '県町', '米野', '桜町', '下新町', '下本町', '下柳川町', '松栄町', '新町', '司町', '司町', '月美町', '田代', '田代', '天王町', '東陽町', '常盤町', '長池', '中川町', '中新町', '中野', '奈良町', '西金池町', '西町', '西宮町', '羽衣町', '八幡町', '東金池町', '東宮町', '瓢町', '二見町', '美笠通', '緑町', '港町', '宮川町', '無動寺', '門前町', '柳原町', '弥生町', '友楽町', '若葉町']"
養老郡養老町,"['', '有尾', '飯田', '飯積', '石畑', '泉町', '五日市', '一色', '色目', '岩道', '宇田', '上方', '江月', '大跡', '大坪', '大野', '大場', '大巻', '小倉', '押越', '押越', '押越', '柏尾', '金屋', '釜段', '上之郷', '烏江', '京ケ脇', '口ケ島', '栗笠', '桜井', '沢田', '下笠', '蛇持', '蛇持', '勢至', '祖父江', '田', '高田', '高田', '高田', '高田馬場町', '高林', '滝見町', '豊', '直江', '中', '西岩道', '西小倉', '根古地', '橋爪', '飯ノ木', '船附', '船見', '三神町', '瑞穂', '明徳', '室原', '安久', '養老', '養老公園', '横屋', '竜泉寺', '若宮', '鷲巣']"
不破郡垂井町,"['', '', '綾戸', '新井', '市之尾', '伊吹', '岩手', '梅谷', '大石', '大滝', '表佐', '栗原', '敷原', '清水', '東神田', '平尾', '府中', '南新井', '宮代', '宮代', '宮代']"
不破郡関ケ原町,"['', '稲荷', '今須', '大高', '公門', '小池', '御祭田', '小関', '笹尾', '陣場野', '関ケ原', '関ケ原', '関ケ原', '関ケ原', '玉', '藤下', '中町', '中山', '西町', '野上', '東町', '宝有', '松尾', '緑ケ丘', '山中']"
安八郡神戸町,"['', '和泉', '落合', '加納', '川西', '北一色', '神戸', '神戸', '斉田', '更屋敷', '下宮', '丈六道', '新屋敷', '末守', '末守', '瀬古', '田', '付寄', '中沢', '西座倉', '西保', '八条', '前田', '南方', '安次', '安次', '安次', '柳瀬', '横井', '横井', '横井']"
安八郡輪之内町,"['', '大藪', '大吉新田', '里', '塩喰', '下大榑', '下大榑新田', '中郷', '中郷新田', '南波', '楡俣', '楡俣', '楡俣新田', '福束', '福束新田', '本戸', '松内', '海松新田', '藻池新田', '四郷', '四郷']"
安八郡安八町,"['', '大野', '大森', '大森', '北今ケ渕', '氷取', '氷取', '芝原', '城', '善光', '外善光', '大明神', '中', '中須', '西結', '東結', '宝江', '牧', '南今ケ渕', '南條', '森部']"
揖斐郡揖斐川町,"['', '市場', '上野', '岡', '小津', '乙原', '小野', '開田', '樫原', '春日川合', '春日香六', '春日小宮神', '春日中山', '春日美束', '春日六合', '桂', '門入', '上岡島', '上ミ野', '上ミ野', '上東野', '上南方', '北方', '北方', '清水', '黒田', '極楽寺', '小島', '小谷', '坂内川上', '坂内坂本', '坂内広瀬', '志津山', '島', '下岡島', '白樫', '新宮', '瑞岩寺', '大光寺', '谷汲有鳥', '谷汲大洞', '谷汲神原', '谷汲木曽屋', '谷汲岐礼', '谷汲高科', '谷汲徳積', '谷汲長瀬', '谷汲長瀬', '谷汲名礼', '谷汲名礼', '谷汲深坂', '塚', '鶴見', '徳山', '外津汲', '戸入', '長良', '西津汲', '西横山', '脛永', '脛永', '櫨原', '東杉原', '東津汲', '東津汲', '東横山', '日坂', '福島', '房島', '三倉', '三倉', '三輪', '三輪', '三輪', '三輪', '山手', '若松', '和田']"
揖斐郡大野町,"['', '相羽', '麻生', '稲富', '稲畑', '牛洞', '大衣斐', '大野', '大野', '加納', '上磯', '上秋', '郡家', '公郷', '黒野', '小衣斐', '五之里', '五之里', '桜大門', '寺内', '下磯', '下方', '下座倉', '瀬古', '中之元', '西方', '野', '古川', '本庄', '松山', '南方', '領家', '六里']"
揖斐郡池田町,"['', '青柳', '池野', '市橋', '上田', '粕ケ原', '片山', '片山', '片山', '願成寺', '草深', '沓井', '小牛', '小寺', '下東野', '白鳥', '杉野', '砂畑', '田中', '田畑', '段', '萩原', '般若畑', '藤代', '舟子', '本郷', '宮地', '山洞', '八幡', '六之井', '六之井', '六之井']"
本巣郡北方町,"['若宮', '栄町', '東加茂', '', '朝日町', '一本松', '加茂', '北方', '北方', '小柳', '栄町', '芝原中町', '芝原西町', '芝原東町', '清水', '曲路', '曲路東', '高屋', '高屋石末', '高屋伊勢田', '高屋条里', '高屋白木', '高屋太子', '高屋勅使', '高屋分木', '天狗堂', '柱本', '柱本池之頭', '柱本白坪', '柱本南', '長谷川', '長谷川', '長谷川西', '春来町', '東加茂', '平成', '若宮']"
加茂郡坂祝町,"['', '大針', '勝山', '加茂山', '黒岩', '酒倉', '酒倉', '取組', '取組', '深萱']"
加茂郡富加町,"['', '大平賀', '大平賀', '大山', '加治田', '高畑', '高畑', '滝田', '滝田', '羽生', '夕田']"
加茂郡川辺町,"['', '石神', '鹿塩', '上川辺', '下麻生', '下飯田', '下川辺', '下吉田', '中川辺', '中川辺', '中野', '西栃井', '比久見', '福島']"
加茂郡七宗町,"['', '神渕', '上麻生', '上麻生', '川並', '中麻生']"
加茂郡八百津町,"['', '伊岐津志', '上飯田', '上牧野', '上吉田', '久田見', '潮見', '錦織', '野上', '福地', '南戸', '八百津', '八百津', '和知']"
加茂郡白川町,"['', '赤河', '和泉', '河東', '上佐見', '河岐', '河岐', '切井', '黒川', '黒川', '坂ノ東', '下佐見', '白山', '白山', '中川', '広野', '三川', '水戸野']"
加茂郡東白川村,"['', '越原', '越原', '神土', '神土', '神土', '神土', '神土', '五加']"
可児郡御嵩町,"['', '井尻', '謡坂', '大久後', '小原', '上恵土', '上之郷', '顔戸', '小和沢', '西洞', '次月', '宿', '津橋', '中', '中切', '比衣', '伏見', '古屋敷', '前沢', '美佐野', '御嵩']"
大野郡白川村,"['', '芦倉', '飯島', '有家ケ原', '大牧', '荻町', '木谷', '小白川', '島', '椿原', '長瀬', '鳩谷', '鳩谷', '平瀬', '福島', '保木脇', '馬狩', '牧', '御母衣']"
静岡市葵区,"['', '相生町', '相生町', '相淵', '相俣', '葵町', '赤沢', '赤松', '秋山町', '上土', '上土新田', 'あさはた', '足久保奥組', '足久保口組', '東町', '東町', '安倍口新田', '安倍口団地', '安倍町', '有永', '有永町', '安西', '安東', '安東柳町', '井川', '池ケ谷', '池ケ谷東', '一番町', '井宮町', '伊呂波町', '岩崎', '牛田', '牛妻', '内牧', '有東木', '産女', '梅ケ島', '梅屋町', '梅屋町', '漆山', '漆山', '漆山', '遠藤新田', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '追手町', '大岩', '大岩町', '大岩本町', '大岩宮下町', '大鋸町', '大沢', '太田町', '大原', '大原', '大間', '奥池ケ谷', '奥仙俣', '落合', '音羽町', '鍵穴', '柿島', '籠上', '春日', '春日', '春日町', '片羽町', '加藤島', '門屋', '上足洗', '上桶屋町', '上落合', '上沓谷町', '上石町', '上坂本', '上新富町', '上伝馬', '桂山', '唐瀬', '川合', '川合新田', '川越町', '川辺町', '瓦場町', '観山', '北', '北安東', '北安東', '北安東', '北沼上', '北番町', '北番町', '金座町', '金座町', '崩野', '口坂本', '口仙俣', '沓谷', '沓谷', '車町', '黒金町', '黒金町', '黒俣', '幸庵新田', '郷島', '紺屋町', '紺屋町', '紺屋町', '紺屋町', '紺屋町', '小河内', '腰越', '小島', '小瀬戸', '五番町', '呉服町', '呉服町', '呉服町', '呉服町', '呉服町', '呉服町', '小布杉', '駒形通', '材木町', '幸町', '栄町', '坂ノ上', '坂本', '桜木町', '桜町', '三番町', '慈悲尾', '七間町', '七番町', '芝原', '下', '城東町', '城東町', '城内町', '城内町', '昭府', '昭府町', '城北', '城北', '昭和町', '新伝馬', '新通', '新富町', '新間', '神明町', '神明町', '水道町', '末広町', '末広町', '杉尾', '住吉町', '駿河町', '諏訪', '駿府城公園', '駿府町', '駿府町', '清閑町', '瀬名', '瀬名川', '瀬名川', '瀬名中央', '浅間町', '銭座町', '千代', '大工町', '鷹匠', '鷹匠', '鷹匠', '建穂', '内匠', '岳美', '田代', '辰起町', '立石', '田町', '俵沢', '俵峰', '茶町', '茶町', '千代田', '堤町', '津渡野', '寺島', '天神前', '天王町', '伝馬町', '伝馬町', '伝馬町', '伝馬町', '伝馬町', '渡', '通車町', '研屋町', '研屋町', '常磐町', '常磐町', '常磐町', '土太夫町', '栃沢', '巴町', '豊地', '富沢', '長尾', '長熊', '中沢', '中町', '長妻田', '長沼', '長沼', '長沼', '長沼', '長沼南', '中ノ郷', '中平', '楢尾', '奈良間', '西ケ谷', '錦町', '西草深町', '西瀬名町', '西千代田町', '西又', '西門町', '二番町', '入島', '野丈', '野田平', '長谷町', '長谷町', '羽高', '羽高町', '八番町', '羽鳥', '羽鳥大門町', '羽鳥本町', '馬場町', '飯間', '東', '東草深町', '東草深町', '東草深町', '東静岡', '東瀬名町', '東鷹匠町', '東千代田', '人宿町', '日向', '日出町', '日出町', '平野', '平柳', '平山', '昼居渡', '福田ケ谷', '富厚里', '富士見町', '双葉町', '古庄', '平和', '本通', '本通', '本通西町', '前林', '牧ケ谷', '牧ケ谷', '牧ケ谷', '松富', '松富上組', '松野', '丸山町', '美川町', '水落町', '水落町', '水見色', '緑町', '南', '南安倍', '南安倍', '南瀬名町', '南田町', '南沼上', '南沼上', '宮ケ崎町', '宮前町', '宮前町', '宮前町', '宮前町', '宮前町', '御幸町', '御幸町', '御幸町', '弥勒', '森腰', '諸子沢', '屋形町', '八草', '薬師', '八千代町', '谷津', '柳町', '柳原', '山崎', '油島', '柚木町', '油野', '柚木', '柚木', '柚木', '湯ノ島', '油山', '与一', '横内町', '横沢', '横田町', '横山', '与左衛門新田', '吉津', '吉野町', '四番町', '流通センター', '流通センター', '竜南', '両替町', '両替町', '六番町', '若松町', '若松町', '蕨野']"
静岡市駿河区,"['', '青木', '青沢', '安居', '有明町', '有明町', '池田', '池田', '池田', '池田', '池田', '石田', '石田', '泉町', '稲川', '宇津ノ谷', '有東', '有東', '大坪町', '大坪町', '大坪町', '大谷', '大谷', '大谷', '大和田', '小黒', '小坂', '小鹿', '小鹿', '小鹿', '小鹿', '恩田原', '恩田原', '片山', '鎌田', '上川原', '北丸子', '国吉田', '国吉田', '国吉田', '国吉田', '国吉田', '国吉田', '国吉田', '国吉田', '国吉田', '栗原', '栗原', '栗原', '光陽町', '寿町', 'さつき町', '敷地', '敷地', '下川原', '下川原南', '下川原南', '下島', '新川', '石部', '高松', '高松', '高松', '津島町', '津島町', '手越', '手越原', '手越原', '寺田', '東新田', '豊田', '豊田', '豊田', '豊原町', '豊原町', '豊原町', '登呂', '登呂', '登呂', '登呂', '中島', '中田', '中田', '中田', '中田本町', '中田本町', '中野新田', '中野新田', '中原', '中原', '中原', '中平松', '中村町', '中吉田', '中吉田', '中吉田', '西大谷', '西島', '西島', '西中原', '西平松', '西脇', '西脇', '根古屋', '東静岡', '聖一色', '平沢', '広野', '富士見台', '富士見台', '古宿', '曲金', '曲金', '曲金', '曲金', '曲金', '曲金', '曲金', '曲金', '曲金', '馬渕', '丸子', '丸子新田', '丸子新田', '丸子芹が谷町', '水上', 'みずほ', 'みずほ', 'みずほ', '見瀬', '緑が丘町', '南安倍', '南町', '南町', '南町', '南町', '南町', '南町', '南町', '南町', '南町', '南八幡町', '南八幡町', '宮川', '宮竹', '宮本町', '宮本町', '向敷地', '向手越', '用宗', '用宗小石町', '用宗城山町', '用宗巴町', '用宗巴町', '桃園町', '森下町', '谷田', '谷田', '八幡', '八幡', '八幡', '八幡山', '大和', '弥生町', '弥生町']"
